,timestamp,action_type,item_id,cursor_time,source,user_answer,platform
102,1551764156687,pause_audio,b1317,15541.0,sprint,,mobile
103,1551764157084,respond,q1317,,sprint,a,mobile
104,1551764160403,submit,b1317,,sprint,,mobile
105,1551764160446,enter,e1317,,sprint,,mobile
106,1551764167892,play_audio,b1317,0.0,sprint,,mobile
107,1551764181108,pause_audio,b1317,13091.0,sprint,,mobile
108,1551764182470,pause_audio,b1317,13091.0,sprint,,mobile
109,1551764185789,pause_audio,b1317,13091.0,sprint,,mobile
110,1551764190901,play_audio,b1317,8091.0,sprint,,mobile
111,1551764191853,pause_audio,b1317,8972.0,sprint,,mobile
112,1551764191853,play_audio,b1317,3972.0,sprint,,mobile
113,1551764192486,pause_audio,b1317,4575.0,sprint,,mobile
114,1551764192487,play_audio,b1317,0.0,sprint,,mobile
115,1551764194892,pause_audio,b1317,2309.0,sprint,,mobile
116,1551764203158,pause_audio,b1317,1877.0,sprint,,mobile
117,1551764215100,pause_audio,b1317,1923.0,sprint,,mobile
118,1551764222451,pause_audio,b1317,1997.0,sprint,,mobile
119,1551764227908,pause_audio,b1317,2118.0,sprint,,mobile
120,1551764231620,pause_audio,b1317,2289.0,sprint,,mobile
121,1551764234923,pause_audio,b1317,2349.0,sprint,,mobile
122,1551764237893,pause_audio,b1317,2118.0,sprint,,mobile
123,1551764243739,pause_audio,b1317,1546.0,sprint,,mobile
124,1551764246410,pause_audio,b1317,1315.0,sprint,,mobile
125,1551764252524,pause_audio,b1317,1526.0,sprint,,mobile
126,1551764276528,pause_audio,b1317,1666.0,sprint,,mobile
127,1551764279742,pause_audio,b1317,1937.0,sprint,,mobile
128,1551764279742,play_audio,b1317,0.0,sprint,,mobile
129,1551764280029,pause_audio,b1317,257.0,sprint,,mobile
130,1551764281278,play_audio,b1317,257.0,sprint,,mobile
131,1551764282971,pause_audio,b1317,1849.0,sprint,,mobile
132,1551764282972,play_audio,b1317,0.0,sprint,,mobile
133,1551764283348,pause_audio,b1317,330.0,sprint,,mobile
134,1551764287556,pause_audio,b1317,1815.0,sprint,,mobile
135,1551764287556,play_audio,b1317,0.0,sprint,,mobile
136,1551764289661,pause_audio,b1317,1914.0,sprint,,mobile
137,1551764289661,play_audio,b1317,0.0,sprint,,mobile
138,1551764291664,pause_audio,b1317,1820.0,sprint,,mobile
139,1551764291664,play_audio,b1317,0.0,sprint,,mobile
140,1551764293689,play_audio,b1317,0.0,sprint,,mobile
141,1551764293689,pause_audio,b1317,1851.0,sprint,,mobile
142,1551764295773,pause_audio,b1317,1908.0,sprint,,mobile
143,1551764295773,play_audio,b1317,0.0,sprint,,mobile
144,1551764297475,pause_audio,b1317,1514.0,sprint,,mobile
145,1551764297475,play_audio,b1317,0.0,sprint,,mobile
146,1551764298169,pause_audio,b1317,591.0,sprint,,mobile
147,1551764315093,pause_audio,b1317,2772.0,sprint,,mobile
148,1551764315093,play_audio,b1317,0.0,sprint,,mobile
149,1551764317099,pause_audio,b1317,1918.0,sprint,,mobile
150,1551764323894,pause_audio,b1317,2841.0,sprint,,mobile
151,1551764327016,play_audio,b1317,2841.0,sprint,,mobile
152,1551764329211,pause_audio,b1317,5141.0,sprint,,mobile
153,1551764339008,play_audio,b1317,141.0,sprint,,mobile
154,1551764343932,pause_audio,b1317,5046.0,sprint,,mobile
155,1551764346138,play_audio,b1317,5171.0,sprint,,mobile
156,1551764347270,pause_audio,b1317,6225.0,sprint,,mobile
157,1551764347270,play_audio,b1317,1225.0,sprint,,mobile
158,1551764351062,pause_audio,b1317,5047.0,sprint,,mobile
159,1551764357273,play_audio,b1317,5047.0,sprint,,mobile
160,1551764358646,play_audio,b1317,1377.0,sprint,,mobile
161,1551764358646,pause_audio,b1317,6377.0,sprint,,mobile
162,1551764362453,pause_audio,b1317,5204.0,sprint,,mobile
163,1551764364370,play_audio,b1317,5204.0,sprint,,mobile
164,1551764365908,pause_audio,b1317,6696.0,sprint,,mobile
165,1551764365908,play_audio,b1317,1696.0,sprint,,mobile
166,1551764369197,pause_audio,b1317,4905.0,sprint,,mobile
167,1551764371303,play_audio,b1317,4995.0,sprint,,mobile
168,1551764373003,pause_audio,b1317,6648.0,sprint,,mobile
169,1551764373003,play_audio,b1317,1648.0,sprint,,mobile
170,1551764376628,pause_audio,b1317,5230.0,sprint,,mobile
171,1551764387868,quit,e1317,,sprint,,mobile
172,1551764387911,enter,b657,,sprint,,mobile
173,1551764388286,play_audio,b657,0.0,sprint,,mobile
174,1551764404153,pause_audio,b657,16306.0,sprint,,mobile
175,1551764408032,respond,q657,,sprint,c,mobile
176,1551764410139,submit,b657,,sprint,,mobile
177,1551764410178,enter,e657,,sprint,,mobile
178,1551764428009,play_audio,b657,0.0,sprint,,mobile
179,1551764431483,pause_audio,b657,3424.0,sprint,,mobile
180,1551764436077,play_audio,b657,0.0,sprint,,mobile
181,1551764436077,pause_audio,b657,1030.0,sprint,,mobile
182,1551764437162,pause_audio,b657,916.0,sprint,,mobile
183,1551764473806,pause_audio,b657,3052.0,sprint,,mobile
184,1551764478826,play_audio,b657,3052.0,sprint,,mobile
185,1551764479978,pause_audio,b657,4176.0,sprint,,mobile
186,1551764479978,play_audio,b657,0.0,sprint,,mobile
187,1551764483552,pause_audio,b657,3385.0,sprint,,mobile
188,1551764488529,pause_audio,b657,3584.0,sprint,,mobile
189,1551764493622,pause_audio,b657,3773.0,sprint,,mobile
190,1551764512994,pause_audio,b657,3374.0,sprint,,mobile
191,1551764520428,pause_audio,b657,3524.0,sprint,,mobile
192,1551764532253,pause_audio,b657,3032.0,sprint,,mobile
193,1551764567633,pause_audio,b657,3821.0,sprint,,mobile
194,1551764567633,play_audio,b657,0.0,sprint,,mobile
195,1551764567966,pause_audio,b657,274.0,sprint,,mobile
196,1551764575164,pause_audio,b657,4267.0,sprint,,mobile
197,1551764581494,play_audio,b657,4367.0,sprint,,mobile
198,1551764591004,pause_audio,b657,13855.0,sprint,,mobile
199,1551764595543,quit,e657,,sprint,,mobile
200,1551764595587,enter,b862,,sprint,,mobile
201,1551764595955,play_audio,b862,0.0,sprint,,mobile
202,1551764610515,erase_choice,q862,,sprint,b,mobile
203,1551764614528,pause_audio,b862,18996.0,sprint,,mobile
204,1551764618030,respond,q862,,sprint,a,mobile
205,1551764621425,submit,b862,,sprint,,mobile
206,1551764621462,enter,e862,,sprint,,mobile
207,1551764647358,play_audio,b862,0.0,sprint,,mobile
208,1551764651815,pause_audio,b862,4318.0,sprint,,mobile
209,1551764651815,play_audio,b862,0.0,sprint,,mobile
210,1551764655004,pause_audio,b862,3112.0,sprint,,mobile
211,1551764670885,pause_audio,b862,3729.0,sprint,,mobile
212,1551764670885,play_audio,b862,0.0,sprint,,mobile
213,1551764674276,pause_audio,b862,3215.0,sprint,,mobile
214,1551764674276,play_audio,b862,0.0,sprint,,mobile
215,1551764678033,pause_audio,b862,3577.0,sprint,,mobile
216,1551764678033,play_audio,b862,0.0,sprint,,mobile
217,1551764680156,pause_audio,b862,1941.0,sprint,,mobile
218,1551764680156,play_audio,b862,0.0,sprint,,mobile
219,1551764681941,play_audio,b862,0.0,sprint,,mobile
220,1551764681941,pause_audio,b862,1582.0,sprint,,mobile
221,1551764683397,pause_audio,b862,1284.0,sprint,,mobile
222,1551764683398,play_audio,b862,0.0,sprint,,mobile
223,1551764684812,pause_audio,b862,1235.0,sprint,,mobile
224,1551764684812,play_audio,b862,0.0,sprint,,mobile
225,1551764688088,pause_audio,b862,3094.0,sprint,,mobile
226,1551764688088,play_audio,b862,0.0,sprint,,mobile
227,1551764691317,pause_audio,b862,3043.0,sprint,,mobile
228,1551764691317,play_audio,b862,0.0,sprint,,mobile
229,1551764694600,play_audio,b862,0.0,sprint,,mobile
230,1551764694600,pause_audio,b862,3103.0,sprint,,mobile
231,1551764696185,pause_audio,b862,1506.0,sprint,,mobile
232,1551764732003,pause_audio,b862,3355.0,sprint,,mobile
233,1551764732003,play_audio,b862,0.0,sprint,,mobile
234,1551764734158,pause_audio,b862,1963.0,sprint,,mobile
235,1551764734158,play_audio,b862,0.0,sprint,,mobile
236,1551764737328,pause_audio,b862,2998.0,sprint,,mobile
237,1551764737328,play_audio,b862,0.0,sprint,,mobile
238,1551764740602,play_audio,b862,0.0,sprint,,mobile
239,1551764740602,pause_audio,b862,3086.0,sprint,,mobile
240,1551764743860,play_audio,b862,0.0,sprint,,mobile
241,1551764743860,pause_audio,b862,3087.0,sprint,,mobile
242,1551764747200,pause_audio,b862,3167.0,sprint,,mobile
243,1551764747200,play_audio,b862,0.0,sprint,,mobile
244,1551764750710,pause_audio,b862,3335.0,sprint,,mobile
245,1551764750710,play_audio,b862,0.0,sprint,,mobile
246,1551764753042,pause_audio,b862,2146.0,sprint,,mobile
247,1551764760628,pause_audio,b862,1442.0,sprint,,mobile
248,1551764760628,play_audio,b862,0.0,sprint,,mobile
249,1551764762327,pause_audio,b862,1606.0,sprint,,mobile
250,1551764770644,pause_audio,b862,3835.0,sprint,,mobile
251,1551764771963,play_audio,b862,3835.0,sprint,,mobile
252,1551764774834,pause_audio,b862,6767.0,sprint,,mobile
253,1551764819135,play_audio,b862,6767.0,sprint,,mobile
254,1551764821005,pause_audio,b862,8613.0,sprint,,mobile
255,1551764821005,play_audio,b862,3613.0,sprint,,mobile
256,1551764824011,pause_audio,b862,6551.0,sprint,,mobile
257,1551764846540,play_audio,b862,6648.0,sprint,,mobile
258,1551764847588,pause_audio,b862,7672.0,sprint,,mobile
259,1551764847588,play_audio,b862,2672.0,sprint,,mobile
260,1551764861417,pause_audio,b862,16489.0,sprint,,mobile
261,1551764874124,play_audio,b862,14309.0,sprint,,mobile
262,1551764874903,pause_audio,b862,15041.0,sprint,,mobile
263,1551764874903,play_audio,b862,12823.0,sprint,,mobile
264,1551764875889,pause_audio,b862,13742.0,sprint,,mobile
265,1551764875889,play_audio,b862,12353.0,sprint,,mobile
266,1551764877598,pause_audio,b862,13971.0,sprint,,mobile
267,1551764901346,play_audio,b862,14060.0,sprint,,mobile
268,1551764903600,pause_audio,b862,16394.0,sprint,,mobile
269,1551764915756,play_audio,b862,13195.0,sprint,,mobile
270,1551764917309,play_audio,b862,13244.0,sprint,,mobile
271,1551764917309,pause_audio,b862,14717.0,sprint,,mobile
272,1551764917976,pause_audio,b862,13848.0,sprint,,mobile
273,1551764917977,play_audio,b862,12502.0,sprint,,mobile
274,1551764919712,pause_audio,b862,14263.0,sprint,,mobile
275,1551764924955,play_audio,b862,11734.0,sprint,,mobile
276,1551764929845,pause_audio,b862,16593.0,sprint,,mobile
277,1551764930630,play_audio,b862,12056.0,sprint,,mobile
278,1551764935253,pause_audio,b862,16589.0,sprint,,mobile
279,1551764935816,play_audio,b862,11982.0,sprint,,mobile
280,1551764940151,play_audio,b862,10991.0,sprint,,mobile
281,1551764940151,pause_audio,b862,16222.0,sprint,,mobile
282,1551764945822,pause_audio,b862,16593.0,sprint,,mobile
283,1551764945966,play_audio,b862,11140.0,sprint,,mobile
284,1551764951490,pause_audio,b862,16596.0,sprint,,mobile
285,1551764951531,play_audio,b862,11858.0,sprint,,mobile
286,1551764956341,pause_audio,b862,16594.0,sprint,,mobile
287,1551764956649,play_audio,b862,16587.0,sprint,,mobile
288,1551764956683,pause_audio,b862,16596.0,sprint,,mobile
289,1551764961173,quit,e862,,sprint,,mobile
290,1551764961219,enter,b295,,sprint,,mobile
291,1551764961761,play_audio,b295,0.0,sprint,,mobile
292,1551764970859,erase_choice,q295,,sprint,a,mobile
293,1551764976873,pause_audio,b295,15523.0,sprint,,mobile
294,1551764977071,erase_choice,q295,,sprint,b,mobile
295,1551764980291,submit,b295,,sprint,,mobile
296,1551764980312,enter,e295,,sprint,,mobile
297,1551764988011,quit,e295,,sprint,,mobile
298,1551764992085,enter,e295,,sprint,,mobile
299,1551765012111,quit,e295,,sprint,,mobile
300,1551765012155,enter,b616,,sprint,,mobile
301,1551765012474,play_audio,b616,0.0,sprint,,mobile
302,1551765023284,erase_choice,q616,,sprint,a,mobile
303,1551765024903,erase_choice,q616,,sprint,b,mobile
304,1551765028089,pause_audio,b616,16111.0,sprint,,mobile
305,1551765031904,submit,b616,,sprint,,mobile
306,1551765031941,enter,e616,,sprint,,mobile
307,1551765053699,play_audio,b616,0.0,sprint,,mobile
308,1551765056570,pause_audio,b616,2831.0,sprint,,mobile
309,1551765064251,pause_audio,b616,2509.0,sprint,,mobile
310,1551765071198,play_audio,b616,0.0,sprint,,mobile
311,1551765071198,pause_audio,b616,3041.0,sprint,,mobile
312,1551765074321,pause_audio,b616,2940.0,sprint,,mobile
313,1551765074321,play_audio,b616,0.0,sprint,,mobile
314,1551765077297,pause_audio,b616,2796.0,sprint,,mobile
315,1551765077297,play_audio,b616,0.0,sprint,,mobile
316,1551765080215,pause_audio,b616,2728.0,sprint,,mobile
317,1551765080215,play_audio,b616,0.0,sprint,,mobile
318,1551765083272,pause_audio,b616,2885.0,sprint,,mobile
319,1551765083272,play_audio,b616,0.0,sprint,,mobile
320,1551765085912,play_audio,b616,0.0,sprint,,mobile
321,1551765085912,pause_audio,b616,2474.0,sprint,,mobile
322,1551765088883,pause_audio,b616,2801.0,sprint,,mobile
323,1551765088883,play_audio,b616,0.0,sprint,,mobile
324,1551765091404,pause_audio,b616,2363.0,sprint,,mobile
325,1551765091405,play_audio,b616,0.0,sprint,,mobile
326,1551765094127,pause_audio,b616,2542.0,sprint,,mobile
327,1551765094127,play_audio,b616,0.0,sprint,,mobile
328,1551765096416,pause_audio,b616,2116.0,sprint,,mobile
329,1551765096416,play_audio,b616,0.0,sprint,,mobile
330,1551765098402,play_audio,b616,0.0,sprint,,mobile
331,1551765098402,pause_audio,b616,1811.0,sprint,,mobile
332,1551765101058,pause_audio,b616,2479.0,sprint,,mobile
333,1551765101058,play_audio,b616,0.0,sprint,,mobile
334,1551765103781,pause_audio,b616,2561.0,sprint,,mobile
335,1551765103781,play_audio,b616,0.0,sprint,,mobile
336,1551765106639,pause_audio,b616,2693.0,sprint,,mobile
337,1551765106639,play_audio,b616,0.0,sprint,,mobile
338,1551765110296,pause_audio,b616,3573.0,sprint,,mobile
339,1551765112608,quit,e616,,sprint,,mobile
340,1551765112631,enter,b401,,sprint,,mobile
341,1551765112871,play_audio,b401,1.0,sprint,,mobile
342,1551765123311,respond,q401,,sprint,a,mobile
343,1551765125716,respond,q401,,sprint,b,mobile
344,1551765127737,pause_audio,b401,15309.0,sprint,,mobile
345,1551765128152,erase_choice,q401,,sprint,a,mobile
346,1551765129094,erase_choice,q401,,sprint,c,mobile
347,1551765132387,submit,b401,,sprint,,mobile
348,1551765132430,enter,e401,,sprint,,mobile
349,1551765170701,quit,e401,,sprint,,mobile
350,1551765180695,enter,l446,,adaptive_offer,,mobile
351,1551765189767,play_video,l446,0.0,adaptive_offer,,mobile
352,1551765360157,pause_video,l446,170202.0,adaptive_offer,,mobile
353,1551765368255,quit,l446,,adaptive_offer,,mobile
354,1551765368351,enter,b862,,adaptive_offer,,mobile
355,1551765368912,play_audio,b862,0.0,adaptive_offer,,mobile
356,1551765379626,erase_choice,q862,,adaptive_offer,a,mobile
357,1551765383467,erase_choice,q862,,adaptive_offer,b,mobile
358,1551765387525,pause_audio,b862,19043.0,adaptive_offer,,mobile
359,1551765390146,submit,b862,,adaptive_offer,,mobile
360,1551765390184,enter,e862,,adaptive_offer,,mobile
361,1551765395257,quit,e862,,adaptive_offer,,mobile
362,1551765395301,enter,b401,,adaptive_offer,,mobile
363,1551765395535,play_audio,b401,0.0,adaptive_offer,,mobile
364,1551765405334,respond,q401,,adaptive_offer,a,mobile
365,1551765407714,erase_choice,q401,,adaptive_offer,b,mobile
366,1551765410259,pause_audio,b401,15151.0,adaptive_offer,,mobile
367,1551765410388,erase_choice,q401,,adaptive_offer,c,mobile
368,1551765413502,submit,b401,,adaptive_offer,,mobile
369,1551765413537,enter,e401,,adaptive_offer,,mobile
370,1551765415839,quit,e401,,adaptive_offer,,mobile
371,1551765419261,enter,e401,,sprint,,mobile
372,1551765423738,quit,e401,,sprint,,mobile
373,1551765423782,enter,b443,,sprint,,mobile
374,1551765424605,play_audio,b443,0.0,sprint,,mobile
375,1551765437556,erase_choice,q443,,sprint,b,mobile
376,1551765440691,pause_audio,b443,16512.0,sprint,,mobile
377,1551765442018,respond,q443,,sprint,c,mobile
378,1551765444410,submit,b443,,sprint,,mobile
379,1551765444455,enter,e443,,sprint,,mobile
380,1551765458470,play_audio,b443,0.0,sprint,,mobile
381,1551765464029,pause_audio,b443,5421.0,sprint,,mobile
382,1551765464029,play_audio,b443,421.0,sprint,,mobile
383,1551765466604,pause_audio,b443,2918.0,sprint,,mobile
384,1551765466604,play_audio,b443,0.0,sprint,,mobile
385,1551765470424,play_audio,b443,0.0,sprint,,mobile
386,1551765470424,pause_audio,b443,3638.0,sprint,,mobile
387,1551765471142,pause_audio,b443,631.0,sprint,,mobile
388,1551765498630,pause_audio,b443,3069.0,sprint,,mobile
389,1551765498630,play_audio,b443,0.0,sprint,,mobile
390,1551765499532,pause_audio,b443,731.0,sprint,,mobile
391,1551765510237,pause_audio,b443,3264.0,sprint,,mobile
392,1551765519091,pause_audio,b443,3344.0,sprint,,mobile
393,1551765541802,pause_audio,b443,3172.0,sprint,,mobile
394,1551765551183,quit,e443,,sprint,,mobile
395,1551765551229,enter,b8302,,sprint,,mobile
396,1551765551588,play_audio,b8302,0.0,sprint,,mobile
397,1551765572784,pause_audio,b8302,21631.0,sprint,,mobile
398,1551765574218,respond,q11249,,sprint,c,mobile
399,1551765576751,erase_choice,q11249,,sprint,c,mobile
400,1551765577775,respond,q11249,,sprint,a,mobile
401,1551765580316,submit,b8302,,sprint,,mobile
402,1551765580355,enter,e8302,,sprint,,mobile
403,1551765595552,play_audio,b8302,0.0,sprint,,mobile
404,1551765600568,pause_audio,b8302,4876.0,sprint,,mobile
405,1551765645846,pause_audio,b8302,1258.0,sprint,,mobile
406,1551765664962,pause_audio,b8302,4651.0,sprint,,mobile
407,1551765704899,pause_audio,b8302,4950.0,sprint,,mobile
408,1551765718252,pause_audio,b8302,5030.0,sprint,,mobile
409,1551765718252,play_audio,b8302,30.0,sprint,,mobile
410,1551765723779,pause_audio,b8302,5497.0,sprint,,mobile
411,1551765723779,play_audio,b8302,497.0,sprint,,mobile
412,1551765727877,pause_audio,b8302,4442.0,sprint,,mobile
413,1551765727877,play_audio,b8302,0.0,sprint,,mobile
414,1551765733366,pause_audio,b8302,5289.0,sprint,,mobile
415,1551765733366,play_audio,b8302,289.0,sprint,,mobile
416,1551765739297,pause_audio,b8302,6110.0,sprint,,mobile
417,1551765739298,play_audio,b8302,1110.0,sprint,,mobile
418,1551765742903,pause_audio,b8302,4653.0,sprint,,mobile
419,1551765790662,pause_audio,b8302,5399.0,sprint,,mobile
420,1551765790662,play_audio,b8302,399.0,sprint,,mobile
421,1551765791999,pause_audio,b8302,1600.0,sprint,,mobile
422,1551765791999,play_audio,b8302,0.0,sprint,,mobile
423,1551765792386,pause_audio,b8302,349.0,sprint,,mobile
424,1551765799496,pause_audio,b8302,5519.0,sprint,,mobile
425,1551765799496,play_audio,b8302,10519.0,sprint,,mobile
426,1551765801135,pause_audio,b8302,12073.0,sprint,,mobile
427,1551765803587,quit,e8302,,sprint,,mobile
428,1551765803625,enter,b997,,sprint,,mobile
429,1551765803971,play_audio,b997,0.0,sprint,,mobile
430,1551765816240,erase_choice,q997,,sprint,a,mobile
431,1551765821928,pause_audio,b997,18364.0,sprint,,mobile
432,1551765823805,respond,q997,,sprint,b,mobile
433,1551765824653,respond,q997,,sprint,c,mobile
434,1551765827628,submit,b997,,sprint,,mobile
435,1551765827670,enter,e997,,sprint,,mobile
436,1551765838551,quit,e997,,sprint,,mobile
437,1551765838602,enter,b410,,sprint,,mobile
438,1551765838959,play_audio,b410,0.0,sprint,,mobile
439,1551765852202,respond,q410,,sprint,a,mobile
440,1551765853295,erase_choice,q410,,sprint,b,mobile
441,1551765855412,pause_audio,b410,16850.0,sprint,,mobile
442,1551765856170,erase_choice,q410,,sprint,c,mobile
443,1551765859665,submit,b410,,sprint,,mobile
444,1551765859702,enter,e410,,sprint,,mobile
445,1551765867205,quit,e410,,sprint,,mobile
446,1551765869364,enter,b410,,adaptive_offer,,mobile
447,1551765869604,play_audio,b410,0.0,adaptive_offer,,mobile
448,1551765880092,erase_choice,q410,,adaptive_offer,a,mobile
449,1551765883046,respond,q410,,adaptive_offer,b,mobile
450,1551765885905,pause_audio,b410,16770.0,adaptive_offer,,mobile
451,1551765894150,submit,b410,,adaptive_offer,,mobile
452,1551765894199,enter,e410,,adaptive_offer,,mobile
453,1551765901610,quit,e410,,adaptive_offer,,mobile
454,1551765901655,enter,b657,,adaptive_offer,,mobile
455,1551765902002,play_audio,b657,0.0,adaptive_offer,,mobile
456,1551765916361,respond,q657,,adaptive_offer,a,mobile
457,1551765917669,pause_audio,b657,16118.0,adaptive_offer,,mobile
458,1551765919427,submit,b657,,adaptive_offer,,mobile
459,1551765919476,enter,e657,,adaptive_offer,,mobile
460,1551765925921,quit,e657,,adaptive_offer,,mobile
461,1551765931845,enter,e657,,adaptive_offer,,mobile
462,1551765941781,quit,e657,,adaptive_offer,,mobile
463,1551765942906,enter,e410,,sprint,,mobile
464,1551765947529,quit,e410,,sprint,,mobile
465,1551924797402,enter,b3002,,sprint,,mobile
466,1551924838828,erase_choice,q4470,,sprint,c,mobile
467,1551924840512,erase_choice,q4470,,sprint,d,mobile
468,1551924841443,respond,q4470,,sprint,a,mobile
469,1551924845804,submit,b3002,,sprint,,mobile
470,1551924845839,enter,e3002,,sprint,,mobile
471,1551924926734,quit,e3002,,sprint,,mobile
472,1551924926769,enter,b7109,,sprint,,mobile
473,1551924967918,erase_choice,q9758,,sprint,a,mobile
474,1551924972733,erase_choice,q9758,,sprint,c,mobile
475,1551924974713,respond,q9758,,sprint,d,mobile
476,1551924977452,submit,b7109,,sprint,,mobile
477,1551924977483,enter,e7109,,sprint,,mobile
478,1551925037491,quit,e7109,,sprint,,mobile
479,1551925037538,enter,b2985,,sprint,,mobile
480,1551925057313,erase_choice,q4453,,sprint,d,mobile
481,1551925061821,erase_choice,q4453,,sprint,a,mobile
